"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2392","Partial update username returns 200","","2026-05-10","passed","2026-05-10","Patch User","User Management","",""
"","2660","Get existing user returns 200 with full data","","2026-05-10","passed","2026-05-10","Get User","User Management","",""
"","2243","Create user with invalid email returns 400","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","161","Delete non-existent mailbox returns 404","","2026-05-10","passed","2026-05-10","Mailbox Delete","Mail Service","",""
"","130","Health endpoint returns request-id header","","2026-05-10","passed","2026-05-10","Availability","Health Check","",""
"","2135","List users response has cache-control header","","2026-05-10","passed","2026-05-10","List Users","User Management","",""
"","2247","Access token has correct format after create","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","13486","Login token has correct format","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","159","Create mailbox with invalid domain returns 400","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","2586","Patch user and verify with GET","","2026-05-10","passed","2026-05-10","Patch User","User Management","",""
"","633","Full mailbox lifecycle","","2026-05-10","passed","2026-05-10","Mailbox Delete","Mail Service","",""
"","157","Mailbox token is a UUID format","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","13244","Login with non-existent email returns 401","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","2133","Get user with non-existent ID returns 404","","2026-05-10","passed","2026-05-10","Get User","User Management","",""
"","2253","Create user with short first_name returns 400","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2237","Create user with valid employment status","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","646","Get message with wrong mailbox token returns 404","","2026-05-10","passed","2026-05-10","Mail Messages","Mail Service","",""
"","13462","Login response includes correct user info","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","2422","Patch response does not include access_token","","2026-05-10","passed","2026-05-10","Patch User","User Management","",""
"","162","Create mailbox with valid domain","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","644","Messages are also deleted when mailbox is deleted","","2026-05-10","passed","2026-05-10","Mailbox Delete","Mail Service","",""
"","318","Create duplicate mailbox address returns 409","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","2546","Create then update then verify changes","","2026-05-10","passed","2026-05-10","Update User","User Management","",""
"","2380","Delete user without token returns 401","","2026-05-10","passed","2026-05-10","Delete User","User Management","",""
"","2236","Create user with valid employment status","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","585","Delete is rejected with revoked token after logout","","2026-05-10","passed","2026-05-10","Logout","Authentication","",""
"","2544","Deleted user is no longer findable via GET","","2026-05-10","passed","2026-05-10","Delete User","User Management","",""
"","13622","Login invalidates previous token","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","2161","OPTIONS returns 204","","2026-05-10","passed","2026-05-10","Options","User Management","",""
"","646","Messages are sorted newest first","","2026-05-10","passed","2026-05-10","Mail Messages","Mail Service","",""
"","161","Get mailbox with non-existent token returns 404","","2026-05-10","passed","2026-05-10","Mailbox Get","Mail Service","",""
"","320","Create mailbox then retrieve it","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","2387","Patch user without token returns 401","","2026-05-10","passed","2026-05-10","Patch User","User Management","",""
"","2235","Create user with valid employment status","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","13205","Login with missing email returns 400","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","2578","Create, delete, confirm HEAD returns 404","","2026-05-10","passed","2026-05-10","Delete User","User Management","",""
"","131","Health endpoint returns correct content type","","2026-05-10","passed","2026-05-10","Availability","Health Check","",""
"","161","Create mailbox with invalid chars in local_part returns 400","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","2230","Create user with short password returns 400","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2231","Create user with valid theme setting","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2240","Create user with valid theme setting","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2227","Create user with valid employment status","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2142","List users returns 200 with pagination fields","","2026-05-10","passed","2026-05-10","List Users","User Management","",""
"","2395","HEAD exists for existing user returns 200 with X-User-Exists true","","2026-05-10","passed","2026-05-10","User Exists","User Management","",""
"","161","Create mailbox with valid domain","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","2170","Patch non-existent user returns 401 (wrong token)","","2026-05-10","passed","2026-05-10","Patch User","User Management","",""
"","2164","Create user without password returns 400","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2251","Create user with duplicate email returns 409","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2234","Created user has correct metadata defaults","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2225","Create user with valid gender enum value","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","323","Get message with fake message ID returns 404","","2026-05-10","passed","2026-05-10","Mail Messages","Mail Service","",""
"","2226","Create user without first_name returns 400","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2132","Get user with malformed ID returns 404","","2026-05-10","passed","2026-05-10","Get User","User Management","",""
"","2229","Create user with valid employment status","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2345","Get user response does not include password","","2026-05-10","passed","2026-05-10","Get User","User Management","",""
"","492","List messages after sending one shows count 1","","2026-05-10","passed","2026-05-10","Mail Messages","Mail Service","",""
"","160","Create mailbox with uppercase in local_part returns 400","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","2134","HEAD exists for non-existent user returns 404 with X-User-Exists false","","2026-05-10","passed","2026-05-10","User Exists","User Management","",""
"","2413","Create user then retrieve by ID","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","13210","Login with invalid email format returns 400","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","2220","Create user with invalid gender value returns 400","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","322","Get mailbox response has all required fields","","2026-05-10","passed","2026-05-10","Mailbox Get","Mail Service","",""
"","2386","Update user with wrong token returns 401","","2026-05-10","passed","2026-05-10","Update User","User Management","",""
"","429","Logout without token returns 401","","2026-05-10","passed","2026-05-10","Logout","Authentication","",""
"","320","Delete existing mailbox returns 204","","2026-05-10","passed","2026-05-10","Mailbox Delete","Mail Service","",""
"","2163","Update non-existent user returns 404","","2026-05-10","passed","2026-05-10","Update User","User Management","",""
"","161","Create mailbox with too-long local_part returns 400","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","2214","Create user with valid theme setting","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","157","Create mailbox with too-short local_part returns 400","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","480","Delete already-deleted mailbox returns 404","","2026-05-10","passed","2026-05-10","Mailbox Delete","Mail Service","",""
"","481","Deleted mailbox is not retrievable","","2026-05-10","passed","2026-05-10","Mailbox Delete","Mail Service","",""
"","2395","Update user without auth token returns 401","","2026-05-10","passed","2026-05-10","Update User","User Management","",""
"","2503","GET exists (CDN alias) for existing user returns 200","","2026-05-10","passed","2026-05-10","User Exists","User Management","",""
"","320","Send message without body returns 400","","2026-05-10","passed","2026-05-10","Mail Send","Mail Service","",""
"","2161","OPTIONS response has Allow header","","2026-05-10","passed","2026-05-10","Options","User Management","",""
"","161","Send message to non-existent mailbox returns 404","","2026-05-10","passed","2026-05-10","Mail Send","Mail Service","",""
"","2136","List users returns non-empty result","","2026-05-10","passed","2026-05-10","List Users","User Management","",""
"","2233","Response headers include x-request-id after create","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2267","Create user with short username returns 400","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","325","Response 204 has no body","","2026-05-10","passed","2026-05-10","Mailbox Delete","Mail Service","",""
"","318","Get existing mailbox returns 200 with correct data","","2026-05-10","passed","2026-05-10","Mailbox Get","Mail Service","",""
"","2210","GET exists for non-existent user returns 404","","2026-05-10","passed","2026-05-10","User Exists","User Management","",""
"","2255","Create user with valid gender enum value","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","162","Logout non-existent user returns 401","","2026-05-10","passed","2026-05-10","Logout","Authentication","",""
"","158","Create mailbox with custom local_part","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","13460","Login response has x-request-id header","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","2251","Create user with valid gender enum value","","2026-05-10","passed","2026-05-10","Create User","User Management","",""
"","2669","Full update user returns 200 with updated data","","2026-05-10","passed","2026-05-10","Update User","User Management","",""
"","481","List messages returns body_preview not full body","","2026-05-10","passed","2026-05-10","Mail Messages","Mail Service","",""
"","2381","Patch user with invalid email returns 400","","2026-05-10","passed","2026-05-10","Patch User","User Management","",""
"","2131","Get user with malformed ID returns 404","","2026-05-10","passed","2026-05-10","Get User","User Management","",""
"","2164","Exists for invalid ObjectID returns 404","","2026-05-10","passed","2026-05-10","User Exists","User Management","",""
"","161","Create mailbox with valid domain","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","161","Create mailbox with empty body returns 201","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","165","List messages for non-existent mailbox returns 404","","2026-05-10","passed","2026-05-10","Mail Messages","Mail Service","",""
"","161","Create mailbox with valid domain","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","490","Get single message returns full body and html_body","","2026-05-10","passed","2026-05-10","Mail Messages","Mail Service","",""
"","160","Mailbox response has request-id header","","2026-05-10","passed","2026-05-10","Mailbox Create","Mail Service","",""
"","13219","Login with short password returns 400","","2026-05-10","passed","2026-05-10","Login","Authentication","",""
"","316","Send message without subject returns 400","","2026-05-10","passed","2026-05-10","Mail Send","Mail Service","",""
"","400","Logout returns 200 with success message","","2026-05-10","passed","2026-05-10","Logout","Authentication","",""
"","2129","Get user with malformed ID returns 404","","2026-05-10","passed","2026-05-10","Get User","User Management","",""
