"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2264","Create user with short username returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","424","Logout without token returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","306","Send message without from field returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2416","Delete user with wrong token returns 401","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2268","Create user with valid theme setting","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","161","Health endpoint returns request-id header","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","2153","OPTIONS returns 204","","2026-05-06","passed","2026-05-06","Options","User Management","",""
"","2260","Create user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2401","Patch response does not include access_token","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","13183","Login with missing password returns 400","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","152","Create mailbox with invalid chars in local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2274","Create user without profile returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2270","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","630","Full mailbox lifecycle","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2539","Patch user and verify with GET","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","2233","Create user without email returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","315","List messages returns 200 with count","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","2433","Full update user returns 200 with updated data","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","329","Send message returns 201 with full message object","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2186","List users returns non-empty result","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","581","Full login-logout-login flow","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","13186","Login with missing email returns 400","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","619","Messages are also deleted when mailbox is deleted","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","162","Health endpoint returns 200 with ok status","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","2395","Partial update email returns 200 with new email","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","13253","Login with non-existent email returns 401","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","2789","Get existing user returns 200 with full data","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","13511","Login with wrong password returns 401","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","2379","Update user with missing email returns 400","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","173","Create mailbox with custom local_part","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","325","Send message without subject returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2280","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2432","Delete existing user returns 204","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2241","Create user without first_name returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","153","Get mailbox with non-existent token returns 404","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","162","List messages for non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","152","Mailbox token is a UUID format","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","307","Get existing mailbox returns 200 with correct data","","2026-05-06","passed","2026-05-06","Mailbox Get","Mail Service","",""
"","547","Delete is rejected with revoked token after logout","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","478","Send message then retrieve it from messages list","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2162","HEAD exists for non-existent user returns 404 with X-User-Exists false","","2026-05-06","passed","2026-05-06","User Exists","User Management","",""
"","13713","Login invalidates previous token","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","2424","Create user then retrieve by ID","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2294","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2501","Create duplicate user returns 409","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","151","Create mailbox with invalid domain returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2241","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2178","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","2270","Create user with valid theme setting","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2537","Create then update then verify changes","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2409","Update user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","2187","List users with page and per_page params","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","152","Create mailbox with too-short local_part returns 400","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","638","Messages are sorted newest first","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","157","Create mailbox with empty body returns 201","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","313","Create mailbox then retrieve it","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2250","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","154","Create mailbox with valid domain","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","160","Health endpoint returns correct content type","","2026-05-06","passed","2026-05-06","Availability","Health Check","",""
"","2157","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","13501","Login with valid credentials returns 200 with token","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","153","Logout non-existent user returns 401","","2026-05-06","passed","2026-05-06","Logout","Authentication","",""
"","2166","List users response does not include access_token","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2163","Get user with malformed ID returns 404","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","171","Delete non-existent mailbox returns 404","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2270","Create user with duplicate email returns 409","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","13234","Login with short password returns 400","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","155","Mailbox response has request-id header","","2026-05-06","passed","2026-05-06","Mailbox Create","Mail Service","",""
"","2428","Get user response does not include password","","2026-05-06","passed","2026-05-06","Get User","User Management","",""
"","2645","Deleted user is no longer findable via GET","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2290","Create user with valid gender enum value","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2161","Delete non-existent user returns 401 (no valid token)","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","2269","Create user with short first_name returns 400","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","343","Response 204 has no body","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","13450","Login response has x-request-id header","","2026-05-06","passed","2026-05-06","Login","Authentication","",""
"","342","Send message without body returns 400","","2026-05-06","passed","2026-05-06","Mail Send","Mail Service","",""
"","2174","OPTIONS response has Allow header","","2026-05-06","passed","2026-05-06","Options","User Management","",""
"","2420","Delete user without token returns 401","","2026-05-06","passed","2026-05-06","Delete User","User Management","",""
"","475","List messages after sending one shows count 1","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
"","460","Delete already-deleted mailbox returns 404","","2026-05-06","passed","2026-05-06","Mailbox Delete","Mail Service","",""
"","2408","Patch user with invalid email returns 400","","2026-05-06","passed","2026-05-06","Patch User","User Management","",""
"","2257","Create user with valid employment status","","2026-05-06","passed","2026-05-06","Create User","User Management","",""
"","2171","List users returns 200 with pagination fields","","2026-05-06","passed","2026-05-06","List Users","User Management","",""
"","2401","Update user without auth token returns 401","","2026-05-06","passed","2026-05-06","Update User","User Management","",""
"","503","List messages returns body_preview not full body","","2026-05-06","passed","2026-05-06","Mail Messages","Mail Service","",""
